date,signal_time,symbol,entry_method,price,signal_pct,excess_vs_spy_pct,spy_pct,rvol,spread_pct,burst_width,opening_hit_rate,opening_avg_gain,opening_sessions,opening_efficiency,opening_directional,cf_efficiency,cf_rel_strength,cf_vol_accel,cf_vwap_pos,cf_exhaustion,cf_breakout,cf_rvol,cf_spread,cf_vwap,cf_sector_strength,cf_sector_etf,cf_score,taken,skip_reason,qty,size_multiplier,price_15min,pct_15min,price_30min,pct_30min
2026-09-23,2026-09-23T13:30:25.935098,CRCL,OPENING_MOVE,93.99,0.934,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,96.83,3.0216,94.88,0.9469
2026-09-23,2026-09-23T13:30:25.984825,ASST,OPENING_MOVE,28.825,0.893,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,29.42,2.0642,28.81,-0.052
2026-09-23,2026-09-23T13:30:26.056809,CRDO,OPENING_MOVE,192.88,0.889,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,192.645,-0.1218,192.54,-0.1763
2026-09-23,2026-09-23T13:30:26.144439,LRCX,OPENING_MOVE,309.1108,0.498,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,303.535,-1.8038,300.84,-2.6757
2026-09-23,2026-09-23T13:30:26.213307,CDNS,OPENING_MOVE,308.5,0.492,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,311.795,1.0681,309.32,0.2658
2026-09-23,2026-09-23T13:30:26.287021,GFS,OPENING_MOVE,47.81,0.441,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,47.06,-1.5687,46.89,-1.9243
2026-09-23,2026-09-23T13:30:26.340266,FPS,OPENING_MOVE,38.233,0.349,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,37.55,-1.7864,38.55,0.8291
2026-09-23,2026-09-23T13:30:26.400967,COHR,OPENING_MOVE,311.7978,0.257,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,306.67,-1.6446,301.08,-3.4374
2026-09-23,2026-09-23T13:30:26.464718,ALAB,OPENING_MOVE,364.5709,0.228,,,,,,,,,,,,,,,,,,,,,,,True,,,0.6,359.49,-1.3937,358.4599,-1.6762
2026-09-23,2026-09-23T13:30:34.099802,BMNR,OPENING_MOVE,28.225,0.266,,0.0,,,,,,,,,,,,,,,,,,,,,True,,,0.6,28.42,0.6909,28.149,-0.2693
2026-09-23,2026-09-23T13:31:01.022479,HUT,OPENING_MOVE,105.92,0.57,,0.0,,,,,,,,,,,,,,,,,,,,,True,,,0.6,105.75,-0.1605,105.67,-0.236
2026-09-23,2026-09-23T13:32:23.151056,CSCO,OPENING_MOVE,106.46,0.254,,0.004,,,,,,,,,,,,,,,,,,,,,True,,,0.6,106.28,-0.1691,106.525,0.0611
2026-09-23,2026-09-23T13:32:39.205826,DOCN,OPENING_MOVE,145.5175,0.44,,0.004,,,,,,,,,,,,,,,,,,,,,True,,,0.6,143.25,-1.5582,144.165,-0.9294
2026-09-23,2026-09-23T13:32:45.649506,NXPI,OPENING_MOVE,236.38,0.203,,0.004,,,,,,,,,,,,,,,,,,,,,True,,,0.6,233.095,-1.3897,234.81,-0.6642
2026-09-23,2026-09-23T13:33:01.670074,IONQ,OPENING_MOVE,43.2698,-5.669,,0.004,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,42.86,-0.9471,42.84,-0.9933
2026-09-23,2026-09-23T13:33:01.671189,GME,OPENING_MOVE,24.02,0.746,,0.004,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,24.25,0.9575,24.4905,1.9588
2026-09-23,2026-09-23T13:33:01.671217,NBIS,OPENING_MOVE,231.57,-1.46,,0.004,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,233.865,0.9911,234.475,1.2545
2026-09-23,2026-09-23T13:33:01.671239,INTC,OPENING_MOVE,122.03,-1.406,,0.004,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,121.34,-0.5654,121.45,-0.4753
2026-09-23,2026-09-23T13:33:01.671262,AXTI,OPENING_MOVE,76.7155,-2.273,,0.004,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,76.425,-0.3787,76.5,-0.2809
2026-09-23,2026-09-23T13:33:01.671284,AVGO,OPENING_MOVE,359.3058,-0.881,,0.004,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,358.448,-0.2387,358.35,-0.266
2026-09-23,2026-09-23T13:33:01.671305,QCOM,OPENING_MOVE,196.58,-1.271,,0.004,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,196.4,-0.0916,196.32,-0.1323
2026-09-23,2026-09-23T13:33:01.671332,ZS,OPENING_MOVE,210.08,-1.371,,0.004,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,213.3,1.5327,212.87,1.3281
2026-09-23,2026-09-23T13:33:01.671354,CRWD,OPENING_MOVE,249.56,-0.878,,0.004,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,253.92,1.7471,254.205,1.8613
2026-09-23,2026-09-23T13:33:01.671376,SEI,OPENING_MOVE,64.87,-1.593,,0.004,,,,,,,,,,,,,,,,,,,,,False,opening_burst_not_taken,,0.6,65.8,1.4336,66.225,2.0888
